id,serial,imei,assetid,model,brand,manu,product,pc,state,inetip,updatetime,remarks,lastEditor
7593,RMSNW19408000476,862014041171727,TKMB200405MT,JAT-AL00,HONOR,HUAWEI,JAT-AL00,WETEST-A6-DEVICE-SERVER024,,116.232.109.227,"2021-03-16 09:32:55",,NULL
7594,CLB7N18502002064,null,TKMB200405J1,EML-AL00,HUAWEI,HUAWEI,EML-AL00,WETEST-A6-DEVICE-SERVER001,,116.233.188.78,"2020-09-21 13:11:32",,NULL
7595,WFVBB18905152289,864769040910817,TKMB200405LA,LDN-AL00,HUAWEI,HUAWEI,LDN-AL00,WETEST-A6-DEVICE-SERVER002,,116.232.108.84,"2021-03-17 07:42:32",,NULL
7596,3EP0219A25001261,860615047745611,TKMB200405JF,LYA-AL00,HUAWEI,HUAWEI,LYA-AL00,WETEST-A6-DEVICE-SERVER017,,116.233.187.215,"2021-02-19 15:13:29",,NULL
7597,FFKDU17221003214,863952030355943,TKMB2004062G,DUK-AL20,HONOR,HUAWEI,DUK-AL20,WETEST-A6-DEVICE-SERVER073,,114.84.65.58,"2021-03-16 18:53:50",,NULL
7598,KDVDU18108003385,865833032338657,TKMB2004062Y,FIG-TL00,HUAWEI,HUAWEI,FIG-TL00,WETEST-A6-DEVICE-SERVER002,,114.84.65.58,"2021-03-17 00:55:00",,NULL
7599,MQM9X18606W05207,869677035272561,TKMB191206NW,AUM-AL20,HONOR,HUAWEI,AUM-AL20,WETEST-A6-DEVICE-SERVER018,,116.233.207.131,"2021-03-16 17:16:46",,NULL
7600,822QADU52463N,868067034314807,TKMB20050117,M1822,MEIZU,Meizu,meizu_M1822_CN,WETEST-A6-DEVICE-SERVER064,,114.84.58.143,"2020-06-30 17:03:45",,NULL
7601,1a6c747,null,TKMB20050113,SKR-A0,BLACKSHARK,blackshark,SKR-A0,WETEST-A6-DEVICE-SERVER069,,116.233.202.66,"2020-08-21 16:37:48",,NULL
7602,EIBY6D8TCYHQSSJV,869320031076575,TKMB200405XA,PACM00,OPPO,OPPO,PACM00,WETEST-A6-DEVICE-SERVER077,,116.233.187.215,"2020-10-14 17:24:11",,NULL
7603,WBUBB19A30803299,869775037040968,TKMB2005011F,ARE-AL10,HONOR,HUAWEI,ARE-AL10,WETEST-A6-DEVIVE-SERVER022,,114.84.66.94,"2021-03-17 10:27:30",,NULL
7604,621QACR978V6A,866438030736370,TKMB200405RF,"M5 NOTE",MEIZU,Meizu,meizu_M5+Note,WETEST-A6-DEVICE-SERVER069,,114.84.64.17,"2021-03-07 08:00:37",,NULL
7605,HAP9X20417001045,HAP9X20417001045,TKMB200500XA,JDN2-W09HN,HONOR,HUAWEI,JDN2-W09HN,WETEST-A6-DEVICE-SERVER014,,116.233.185.247,"2021-03-17 04:17:45",,NULL
7606,W8V4AIE6VKBYS4Y9,864955047701057,TKMB2004062T,V1913A,VIVO,vivo,PD1913,WETEST-A6-DEVICE-SERVER032,,116.231.36.5,"2021-03-16 15:48:39",,NULL
7607,6a9c52c,864571047290551,TKMB200405RG,V1816A,VIVO,vivo,PD1816,WETEST-A6-DEVICE-SERVER009,,116.233.185.247,"2021-01-14 19:18:51",,NULL
7608,2679aa32,869496035438530,TKMB200405XE,"VIVO X21UD A",VIVO,vivo,PD1728UD,WETEST-A6-DEVICE-SERVER040,,116.233.187.30,"2021-03-16 14:03:58",,NULL
7610,73f8c24d,867701031381473,TKMB200500NY,"VIVO X20PLUS A",VIVO,vivo,PD1710,WETEST-A6-DEVICE-SERVER053,,116.233.187.169,"2020-11-11 14:53:28",,NULL
7611,DY6HTSSC6P7DSWNR,860459045712855,TKMB200405F1,V1813A,VIVO,vivo,PD1813,WETEST-A6-DEVICE-SERVER080,,116.233.203.123,"2021-03-09 14:16:07",,NULL
7616,9d673bbb,869758042886179,TKMB200500XN,V1832A,VIVO,vivo,PD1832,WETEST-A6-DEVICE-SERVER018,,116.233.184.98,"2020-11-09 10:11:08",,NULL
7618,871QADSJ7UZ4E,867343030896357,TKMB200500Y3,M15,MEIZU,Meizu,Meizu_M15_CN,wetest-A6-device-server000,,114.84.58.145,"2020-06-11 16:16:42",,NULL
7619,792ac2cf75,359234094875103,TKMB200500J2,SM-G6200,SAMSUNG,samsung,Phoenix,WETEST-A6-DEVICE-SERVER055,,116.232.109.78,"2021-03-17 06:26:46",,NULL
7621,8a46da68,866712030509528,TKMB200500J6,1707-A01,360,360,QK1707,WETEST-A6-DEVICE-SERVER058,,114.84.62.221,"2020-06-23 12:42:01",,NULL
7622,cacadef4,866700035052370,TKMB200500J5,1801-A01,360,360,QK1801,WETEST-A6-DEVICE-SERVER055,,114.84.64.17,"2020-11-02 11:10:21",,NULL
7623,6CX6R19524016018,866914043735823,TKMB200500JA,MRD-AL00,HUAWEI,HUAWEI,MRD-AL00,wetest-A6-device-server000,,116.233.187.215,"2020-11-19 10:09:04",,NULL
7624,45UNW19319002707,null,TKMB200500YE,HRY-AL00A,HONOR,HUAWEI,HRY-AL00a,WETEST-A6-DEVICE-SERVER066,,116.233.186.195,"2021-03-16 06:17:59",,NULL
7625,HJS0218B03008438,null,TKMB200500JE,HMA-AL00,HUAWEI,HUAWEI,HMA-AL00,WETEST-A6-DEVICE-SERVER029,,116.233.191.110,"2021-03-17 02:24:12",,NULL
7626,46FDU19409008047,null,TKMB200500XL,VCE-AL00,HUAWEI,HUAWEI,VCE-AL00,WETEST-A6-DEVICE-SERVER038,,116.232.109.78,"2021-03-17 06:06:41",,NULL
7627,HKL49ZNY,869994030755395,TKMB200500JJ,"LENOVO L78011",LENOVO,Lenovo,jd2018,WETEST-A6-DEVICE-SERVER053,,116.231.34.64,"2021-03-16 23:22:36",,NULL
7628,d217ccf,null,TKMB20040101,"REDMI K20 PRO",XIAOMI,Xiaomi,raphael,WETEST-B2-DEVICE-SERVER025,,183.14.29.82,"2021-03-16 18:29:59",,NULL
7629,361d76eb,null,TKMB200400P0,HD1900,ONEPLUS,OnePlus,OnePlus7T_CH,WETEST-B2-DEVICE-SERVER021,,183.14.29.74,"2021-03-16 14:41:27",,NULL
7630,KAAIKN06L274BEX,357070100384033,TKMB200500JF,ASUS_I001DB,ASUS,asus,CN_I001D,WETEST-A6-DEVICE-SERVER019,,114.84.29.71,"2020-08-13 00:57:32",,NULL
7631,KNSO8SY59PQSJVZS,869938028019900,TKMB200500J4,"LETV X500",LETV,Letv,Le1s_CU,WETEST-A6-DEVICE-SERVER057,,116.232.109.78,"2020-09-21 16:11:41",,NULL
7632,709KPYR0082346,358035080468071,TKMB2004005N,"PIXEL 2 XL",GOOGLE,Google,taimen,WETEST-B2-DEVICE-SERVER017,,183.14.29.74,"2021-03-16 19:01:32",,NULL
7633,943AY0JGVJ,null,TKMB200401E8,"PIXEL 3A",GOOGLE,Google,sargo,WETEST-B2-DEVICE-SERVER022,,183.14.29.204,"2020-12-07 14:05:00",,NULL
7634,48691c4d,null,TKMB2004004G,"REDMI K20 PRO",XIAOMI,Xiaomi,raphael,WETEST-B2-DEVICE-SERVER019,,183.14.134.75,"2021-03-02 11:39:55",,NULL
7636,b664f8af,null,TKMB200401E0,HD1910,ONEPLUS,OnePlus,OnePlus7TPro_CH,WETEST-B2-DEVICE-SERVER024,,183.14.28.180,"2021-03-16 11:32:58",,NULL
7637,d33e1972,null,TKMB200400AY,HD1900,ONEPLUS,OnePlus,OnePlus7T_CH,WETEST-B2-DEVICE-SERVER021,,183.14.28.199,"2021-03-16 15:36:44",,NULL
7638,2a44336c,null,TKMB200401E1,HD1910,ONEPLUS,OnePlus,OnePlus7TPro_CH,WETEST-B2-DEVICE-SERVER023,,183.14.135.193,"2021-02-07 17:55:39",,NULL
7639,9565AY4SB6GIBUZS,865838044442819,TKMB200500XM,PCEM00,OPPO,OPPO,PCEM00,WETEST-A6-DEVICE-SERVER020,,116.231.27.170,"2020-11-20 11:38:20",,NULL
7640,PNT4QWUOUOLZMJ79,864728032256571,TKMB200500JT,"GIONEE S10L",GIONEE,GIONEE,S10L,WETEST-A6-DEVICE-SERVER058,,114.84.58.147,"2020-08-12 18:09:51",,NULL
7641,f6a76adc,862839042522779,TKMB200500J7,V1814A,VIVO,vivo,PD1814,WETEST-A6-DEVICE-SERVER068,,114.84.64.112,"2021-02-22 19:07:02",,NULL
7642,4eba6a10,868746049820037,TKMB200500J9,V1814A,VIVO,vivo,PD1814,WETEST-A6-DEVICE-SERVER037,,116.233.186.195,"2021-03-09 07:02:35",,NULL
7643,64eec6ea,868809023418135,TKMB200500J8,"OPPO R7SPLUS",OPPO,OPPO,R7sPlus,WETEST-A6-DEVICE-SERVER055,,116.233.207.131,"2021-03-15 22:25:16",,NULL
7644,bc04c13,860286035502628,TKMB200500JN,NX549J,NUBIA,nubia,NX549J,wetest-A6-device-server000,,114.84.57.163,"2020-06-23 14:48:57",,NULL
7645,420cb44e909e84ff,359771082464218,TKMB200500JW,SM-C7100,SAMSUNG,samsung,jadeltezc,WETEST-A6-DEVICE-SERVER058,,116.231.34.64,"2021-03-17 02:54:45",,NULL
7646,5032d49f,866516031644121,TKMB200500JL,"GIONEE GN5007",GIONEE,GIONEE,GN5007,WETEST-A6-DEVICE-SERVER057,,116.233.206.217,"2020-06-23 22:04:41",,NULL
7647,SOGQS8H6BQ59U4PV,861065032645468,TKMB200500JX,"GIONEE S10",GIONEE,GIONEE,S10,WETEST-A6-DEVICE-SERVER050,,116.231.30.50,"2020-06-28 15:11:54",,NULL
7648,JBSKIZMFGAFQIBVC,862363031320368,TKMB200500JG,GN8002S,GIONEE,GIONEE,GN8002S,wetest-A6-device-server000,,114.84.29.64,"2020-08-04 15:00:05",,NULL
7649,BBBDU18123002683,866862031714153,TKMB200500Y2,LLD-TL10,HONOR,HUAWEI,LLD-TL10,WETEST-A6-DEVICE-SERVER058,,114.84.64.17,"2020-12-19 06:23:05",,NULL
7650,SLY6R16A14000229,SLY6R16A14000229,TKMB200500L7,BTV-W09,HUAWEI,HUAWEI,BEETHOVEN,WETEST-A6-DEVICE-SERVER054,,116.231.34.64,"2021-03-16 05:42:54",,NULL
7653,DVLNU19802101011,868874033226944,TKMB200500L4,BAH2-AL10,HUAWEI,HUAWEI,BAH2-AL10,WETEST-A6-DEVICE-SERVER059,,116.232.109.78,"2021-03-17 02:28:35",,NULL
7654,HM7H797LRCT8Y9HY,866792036151897,TKMB200500J0,"OPPO A79",OPPO,OPPO,A79,WETEST-A6-DEVICE-SERVER010,,116.233.184.98,"2021-03-16 11:54:30",,NULL
7655,KHS9K19A09915020,869413040300662,TKMB200500X2,DUA-AL00,HONOR,HUAWEI,DUA-AL00,WETEST-A6-DEVICE-SERVER061,,116.233.187.169,"2021-01-14 12:43:02",,NULL
7656,1cf548c9,869585031180052,TKMB200500Y0,1809-A01,360,360,QK1809,WETEST-A6-DEVICE-SERVER056,,116.233.203.123,"2020-10-09 20:19:46",,NULL
7657,QWXNU20313101717,QWXNU20313101717,TKMB200500L3,BAH2-W09,HUAWEI,HUAWEI,BAH2-W09,WETEST-A6-DEVICE-SERVER060,,116.233.186.195,"2021-03-17 05:00:37",,NULL
7658,NNUSWCROR8UKUO59,862955031670286,TKMB200500YW,S9,GIONEE,GIONEE,S9,wetest-A6-device-server000,,114.84.66.94,"2020-11-25 14:27:51",,NULL
7659,62RBB19328150937,869562031440877,TKMB200500LP,AGS2-AL00,HUAWEI,HUAWEI,AGS2-AL00,WETEST-A6-DEVICE-SERVER060,,116.233.185.244,"2021-03-17 00:06:08",,NULL
7660,KVPBB18504204180,KVPBB18504204180,TKMB200500L8,CPN-W09,HUAWEI,HUAWEI,CPN,WETEST-A6-DEVICE-SERVER054,,116.233.185.244,"2021-03-17 02:48:57",,NULL
7661,PUG6R19402000424,867127032925391,TKMB200500LW,SHT-AL09,HUAWEI,HUAWEI,SHT-AL09,WETEST-A6-DEVICE-SERVER054,,116.233.186.195,"2021-02-06 07:55:08",,NULL
7662,RCJ6R20326000503,RCJ6R20326000503,TKMB200500L5,VRD-W10,HUAWEI,HUAWEI,VRD-W10,WETEST-A6-DEVICE-SERVER053,,114.84.64.17,"2021-03-16 13:03:20",,NULL
7663,388e5ab3,A0000060A097EE,TKMB200500ME,"OPPO R9 PLUSM A",OPPO,OPPO,R9PlusmA,WETEST-A6-DEVICE-SERVER013,,114.84.65.58,"2021-03-16 15:21:55",,NULL
7664,ccfb6845,866197031829911,TKMB200500NA,"VIVO X20PLUS A",VIVO,vivo,PD1710,WETEST-A6-DEVICE-SERVER037,,116.232.109.227,"2020-12-21 18:09:11",,NULL
7665,b19c975e,867548042814053,TKMB200500MG,"VIVO Y85A",VIVO,vivo,PD1730,WETEST-A6-DEVICE-SERVER028,,114.84.64.17,"2021-03-17 00:27:20",,NULL
7666,JUBNU19328102631,869699042811892,TKMB20050121,RVL-AL09,HONOR,HUAWEI,RVL-AL09,WETEST-A6-DEVICE-SERVER074,,116.232.109.227,"2021-03-17 05:05:11",,NULL
7667,3debcc18,865131041914331,TKMB2005011M,"REDMI NOTE 7",XIAOMI,Xiaomi,lavender,WETEST-A6-DEVIVE-SERVER022,,116.232.109.227,"2021-03-16 14:12:48",,NULL
7668,6eddda81,868375049752931,TKMB200500NF,"VIVO X21",VIVO,vivo,PD1728,WETEST-A6-DEVICE-SERVER033,,116.231.27.170,"2021-02-01 09:50:38",,NULL
7669,69989c8f7d2a,864560042819688,TKMB200500MX,"REDMI 6",XIAOMI,Xiaomi,cereus,WETEST-A6-DEVICE-SERVER070,,116.233.187.169,"2021-03-16 22:48:45",,NULL
7671,d304c20,868049031130915,TKMB200500N5,"OPPO R11S PLUS",OPPO,OPPO,R11sPlus,WETEST-A6-DEVICE-SERVER080,,116.233.187.169,"2021-01-26 15:30:16",,NULL
7672,4e83b0f5,null,TKMB200500N6,"MIX 3",XIAOMI,Xiaomi,perseus,WETEST-A6-DEVICE-SERVER039,,114.84.65.58,"2021-03-16 00:28:04",,NULL
7673,37KRX18928085833,866905045411686,TKMB200500M8,LLD-AL20,HONOR,HUAWEI,LLD-AL20,WETEST-A6-DEVICE-SERVER074,,116.233.185.244,"2021-02-11 22:32:33",,NULL
7674,NSRBB18A10228926,868169043054646,TKMB200500M6,BKK-AL00,HONOR,HUAWEI,BKK-AL00,WETEST-A6-DEVICE-SERVER033,,114.84.66.94,"2020-09-21 16:15:56",,NULL
7676,NSRBB19326207817,867817045402541,TKMB200500ML,BKK-AL00,HONOR,HUAWEI,BKK-AL00,WETEST-A6-DEVICE-SERVER055,,116.233.185.55,"2021-03-15 23:48:43",,NULL
7677,6feb90687d26,867603043903304,TKMB200500M4,"REDMI 6",XIAOMI,Xiaomi,cereus,WETEST-A6-DEVICE-SERVER040,,114.84.58.141,"2020-07-17 10:01:00",,NULL
7678,a65464c4,868994040232246,TKMB200500N7,NX619J,NUBIA,nubia,NX619J,WETEST-A6-DEVICE-SERVER009,,116.231.35.60,"2021-02-22 20:39:56",,NULL
7679,SJQNW19805002253,862520045493990,TKMB20050003,JSN-AL00A,HONOR,HUAWEI,JSN-AL00a,WETEST-A6-DEVICE-SERVER037,,114.84.66.94,"2021-03-16 00:53:36",,NULL
7680,5ea96cd7d240,865905038999144,TKMB200500MP,"REDMI 4A",XIAOMI,Xiaomi,rolex,WETEST-A6-DEVICE-SERVER064,,116.231.28.149,"2021-03-16 21:51:33",,NULL
7681,ccda682b,868217042416454,TKMB2005011L,"REDMI K20",XIAOMI,Xiaomi,davinci,WETEST-A6-DEVICE-SERVER027,,114.84.65.58,"2021-01-26 17:51:01",,NULL
7682,ac9af0fe,862758035760438,TKMB200500N3,"VIVO X7",VIVO,vivo,PD1602,WETEST-A6-DEVICE-SERVER068,,116.233.185.244,"2021-02-21 11:46:19",,NULL
7684,39706a9b,864736047068550,TKMB200500MM,"VIVO Z3X",VIVO,vivo,PD1730G,WETEST-A6-DEVICE-SERVER071,,116.232.109.227,"2020-12-22 08:30:08",,NULL
7685,8TF4C18905003890,864398044642208,TKMB200500N4,INE-AL00,HUAWEI,HUAWEI,INE-AL00,WETEST-A6-DEVICE-SERVER073,,116.233.185.55,"2021-03-16 00:46:03",,NULL
7686,abe78ab1,869386048097359,TKMB200500NE,"ONEPLUS A6010",ONEPLUS,OnePlus,OnePlus6T,WETEST-A6-DEVICE-SERVER058,,116.233.207.131,"2021-03-17 03:40:15",,NULL
7687,700fb4ef,864336037960138,TKMB200500MF,"OPPO R9S PLUS",OPPO,OPPO,R9sPlus,WETEST-A6-DEVICE-SERVER006,,116.233.207.131,"2020-12-07 16:06:52",,NULL
7689,4a422e54,862638046388835,TKMB2005011R,PBDM00,OPPO,OPPO,PBDM00,WETEST-A6-DEVICE-SERVER036,,114.84.24.249,"2021-03-17 03:55:10",,NULL
7690,AKC7N18609003844,null,TKMB200500NG,CLT-AL01,HUAWEI,HUAWEI,CLT-AL01,WETEST-A6-DEVICE-SERVER067,,116.232.109.227,"2021-01-26 23:06:02",,NULL
7691,ZT5DQSTWIZSOT8U4,866135048730177,TKMB2005011N,V1818CA,VIVO,vivo,PD1818C,WETEST-A6-DEVICE-SERVER040,,116.233.185.55,"2021-03-17 03:54:10",,NULL
7692,6b3603e,863348040726464,TKMB200500MT,"REDMI 7",XIAOMI,Xiaomi,onc,WETEST-A6-DEVICE-SERVER039,,114.84.66.94,"2021-01-13 10:52:41",,NULL
7693,7f50256a,868994042144449,TKMB20050120,NX619J,NUBIA,nubia,NX619J,WETEST-A6-DEVICE-SERVER021,,116.231.27.246,"2020-11-08 03:55:27",,NULL
7694,df79cbcb,null,TKMB200500NP,"MI 9 TRANSPARENT EDITION",XIAOMI,Xiaomi,cepheus,WETEST-A6-DEVICE-SERVER014,,114.84.64.17,"2021-03-16 08:20:12",,NULL
7695,882QAETHTZJE4,866778033287321,TKMB200500N9,16TH,MEIZU,Meizu,meizu_16th_CN,WETEST-A6-DEVICE-SERVER058,,116.233.188.78,"2021-02-17 05:23:07",,NULL
7696,4TDM6HGYFQQSWO99,863920042980214,TKMB200500M3,"VIVO X21I A",VIVO,vivo,PD1801,WETEST-A6-DEVICE-SERVER039,,116.231.27.159,"2021-03-09 06:37:55",,NULL
7697,79NFS4CM4PKZWGOZ,863920043098594,TKMB200500MY,"VIVO X21I A",VIVO,vivo,PD1801,WETEST-A6-DEVICE-SERVER005,,116.233.187.169,"2021-03-16 20:07:13",,NULL
7698,WOCYGUZPQKWSSC7D,867349045248914,TKMB200500MJ,"VIVO Y83A",VIVO,vivo,PD1803,WETEST-A6-DEVICE-SERVER079,,116.231.27.159,"2021-03-17 02:24:58",,NULL
7699,7a7ecc75,864736048127074,TKMB200500M2,"VIVO Z3X",VIVO,vivo,PD1730G,WETEST-A6-DEVICE-SERVER052,,116.232.108.84,"2021-03-16 20:27:30",,NULL
7700,f91acbe3,null,TKMB200500NW,V1922A,VIVO,vivo,PD1922,WETEST-A6-DEVICE-SERVER071,,116.233.185.247,"2021-03-17 09:22:46",,NULL
7704,f451d9ef,867640043009039,TKMB200501J3,V1945A,VIVO,vivo,PD1945,WETEST-KX-DEVICE-SERVER007,,183.14.28.94,"2021-03-16 06:45:01",,NULL
7705,000001354f5fb94e,867071046313295,TKMB20050297,V1938CT,VIVO,vivo,PD1938C,WETEST-KX-DEVICE-SERVER008,,183.14.132.152,"2021-03-16 10:34:17",,NULL
7706,JRA6SGIVCMSWPJVW,869282047595891,TKMB200501Y3,V1934A,VIVO,vivo,PD1934,WETEST-KX-DEVICE-SERVER001,,183.14.132.159,"2021-03-16 13:18:37",,NULL
7707,4e2d211e,861719047014033,TKMB200501Y0,V1932A,VIVO,vivo,PD1932,WETEST-KX-DEVICE-SERVER001,,121.35.102.134,"2021-03-17 11:03:39",,NULL
7708,34ec0301,860620049860277,TKMB20050269,V1911A,VIVO,vivo,PD1911,WETEST-KX-DEVICE-SERVER001,,183.14.29.216,"2021-03-10 22:05:47",,NULL
7709,d2d0d6db,865902036773449,TKMB20050307,"MI MAX 2",XIAOMI,Xiaomi,oxygen,WETEST-KX-DEVICE-SERVER014,,121.35.103.251,"2021-03-17 06:03:46",,NULL
7710,d6bfc8a4,869066032181019,TKMB2005025T,"MI 6X",XIAOMI,Xiaomi,wayne,WETEST-KX-DEVICE-SERVER016,,183.14.132.152,"2021-03-16 13:50:07",,NULL
7711,88Y4C19A24005286,861202049318819,TKMB200501J5,TAS-AL00,HUAWEI,HUAWEI,TAS-AL00,WETEST-KX-DEVICE-SERVER006,,183.14.132.171,"2021-03-17 06:32:03",,NULL
7712,MQS0219A17019625,869138046724785,TKMB200501LY,VOG-AL00,HUAWEI,HUAWEI,VOG-AL00,WETEST-KX-DEVICE-SERVER002,,121.35.103.185,"2021-02-07 04:48:15",,NULL
7713,HDP9K19C13900681,867336048405443,TKMB2005027E,DRA-AL00,HUAWEI,HUAWEI,DRA-AL00,WETEST-KX-DEVICE-SERVER007,,183.14.132.150,"2021-03-16 09:53:01",,NULL
7714,LUGUT19C10003455,863185047639427,TKMB2005021M,GLK-AL00,HUAWEI,HUAWEI,GLK-AL00,WETEST-KX-DEVICE-SERVER008,,121.35.101.149,"2021-03-16 20:53:15",,NULL
7715,23SBB18C04205004,869000046273942,TKMB200501LL,DUB-AL00,HUAWEI,HUAWEI,DUB-AL00,WETEST-KX-DEVICE-SERVER013,,121.35.102.157,"2021-03-16 11:30:45",,NULL
7716,ssmj9tda6dam5xln,868241048173281,TKMB200501XN,"REDMI NOTE 8 PRO",REDMI,Xiaomi,begonia,WETEST-KX-DEVICE-SERVER008,,121.35.103.14,"2021-03-16 20:38:52",,NULL
7717,BGR6R20430001020,866708048105291,TKMB2005024X,ASK-AL00X,HONOR,HUAWEI,ASK-AL00x,WETEST-KX-DEVICE-SERVER002,,183.14.132.159,"2021-03-16 16:15:52",,NULL
7718,2GXDU19A31006581,869140046767012,TKMB2005026P,SEA-AL00,HUAWEI,HUAWEI,SEA-AL00,WETEST-KX-DEVICE-SERVER003,,121.35.102.157,"2021-03-16 20:30:13",,NULL
7719,HYC5T20416008810,863146041580751,TKMB2005028R,TAS-AN00,HUAWEI,HUAWEI,TAS-AN00,WETEST-KX-DEVICE-SERVER010,,183.14.132.150,"2021-03-17 00:35:03",,NULL
7720,8UJDU19B23013741,868660049190905,TKMB200501J4,OXF-AN00,HONOR,HUAWEI,OXF-AN00,WETEST-KX-DEVICE-SERVER001,,121.35.102.157,"2021-03-17 03:50:33",,NULL
7721,FNE4C20408003563,868171049818131,TKMB200501J1,STK-AL00,HUAWEI,HUAWEI,STK-AL00,WETEST-KX-DEVICE-SERVER032,,121.35.102.134,"2021-03-17 07:01:50",,NULL
7722,9HQ0219819001867,866659046347023,TKMB2005026W,MAR-AL00,HUAWEI,HUAWEI,MAR-AL00,WETEST-KX-DEVICE-SERVER048,,183.14.132.150,"2021-03-16 15:38:10",,NULL
7723,ADF4C20414007076,863936047233623,TKMB200501J0,WLZ-AN00,HUAWEI,HUAWEI,WLZ-AN00,WETEST-KX-DEVICE-SERVER007,,183.14.132.159,"2021-03-16 11:18:55",,NULL
7724,HMQ4C19A24001014,862090043081486,TKMB200501J2,LRA-AL00,HONOR,HUAWEI,LRA-AL00,WETEST-KX-DEVICE-SERVER006,,121.35.103.14,"2021-03-17 05:11:16",,NULL
7725,4d1b4c3e,869633044833851,TKMB200501M5,V1818A,VIVO,vivo,PD1818,WETEST-KX-DEVICE-SERVER002,,183.14.132.159,"2021-03-17 11:19:40",,NULL
7726,6HJ4C20325001405,869544048542739,TKMB2005021P,SEA-AL10,HUAWEI,HUAWEI,SEA-AL10,WETEST-KX-DEVICE-SERVER007,,121.35.101.149,"2021-03-16 11:17:27",,NULL
7727,RPT0220403000598,869021046700288,TKMB2005021F,LIO-AN00,HUAWEI,HUAWEI,LIO-AN00,WETEST-KX-DEVICE-SERVER007,,121.35.100.15,"2021-03-11 23:08:32",,NULL
7733,dc40605,null,TKMB200501Y2,"REDMI K30 5G",REDMI,Xiaomi,picasso,WETEST-KX-DEVICE-SERVER011,,183.14.28.94,"2021-03-17 11:09:48",,NULL
7734,c76d725e,null,TKMB200501Y5,"REDMI K30 5G",REDMI,Xiaomi,picasso,WETEST-KX-DEVICE-SERVER015,,121.35.101.149,"2021-03-16 16:57:51",,NULL
7736,73EBB18211255190,867234034008851,TKMB200500JM,LND-AL30,HONOR,HUAWEI,LND-AL30,WETEST-A6-DEVICE-SERVER001,,116.231.27.159,"2021-03-04 00:38:27",,NULL
7740,605b40b3,null,TKMB1806019P,MI_8,NULL,NULL,dipper,wetest-b2-device-server000,NULL,NULL,"2020-06-11 10:49:21",NULL,NULL
7744,4929319f,869067033844118,TKMB2005009Y,"MI 6X",XIAOMI,Xiaomi,wayne,WETEST-A6-DEVICE-SERVER028,,116.232.109.227,"2021-03-16 15:48:26",,NULL
7745,2811afc5dc217ece,357840090245489,TKMB191207TX,SC-01L,SAMSUNG,samsung,SC-01L,WETEST-B2-DEVICE-SERVER034,,183.14.28.184,"2021-03-17 01:03:43",,NULL
7746,6HJDU20312012121,869544041488591,TKMB200302ET,SEA-AL10,HUAWEI,HUAWEI,SEA-AL10,WETEST-A6-DEVICE-SERVER026,,116.233.186.195,"2021-03-17 10:45:48",,NULL
7749,8UJDU19B25007107,869583045063877,TKMB20040542,OXF-AN00,HONOR,HUAWEI,OXF-AN00,WETEST-A6-DEVICE-SERVER031,,116.231.27.170,"2021-03-16 12:16:44",,NULL
7756,W4X6R19B11002529,865130047100762,TKMB191200NX,SPN-AL00,HUAWEI,HUAWEI,SPN-AL00,WETEST-A6-DEVICE-SERVER075,,114.84.66.94,"2021-03-17 01:18:48",,NULL
7760,66J5T18A04016721,869435037341839,TKMB181204JP,HMA-AL00,HUAWEI,HUAWEI,HMA-AL00,WETEST-A6-DEVICE-SERVER074,,116.233.184.98,"2020-11-09 14:26:45",,NULL
7762,7HX5T19917004996,863323044448282,TKMB191102AW,LIO-AL00,HUAWEI,HUAWEI,LIO-AL00,WETEST-A6-DEVICE-SERVER075,,116.231.28.149,"2021-03-17 06:14:15",,NULL
7763,HMKNW17B15001309,867459037240512,TKMB180300SE,PRA-AL00,HONOR,HUAWEI,PRA-AL00,WETEST-A6-DEVICE-SERVER056,,116.231.27.246,"2021-03-16 14:09:32",,NULL
7765,c77dc2dd,null,TKMB20040600,"MI 8 SE",XIAOMI,Xiaomi,sirius,WETEST-A6-DEVICE-SERVER069,,116.233.186.195,"2021-03-16 01:51:17",,NULL
7766,77dff2d1,357977090789569,TKMB191000P1,SM-J250F,SAMSUNG,samsung,j2y18ltedx,WETEST-B2-DEVICE-SERVER047,,183.14.28.184,"2021-03-17 00:00:05",,NULL
7774,02157df2b5fbd129,359878060756224,TKMB191000W0,SM-G920I,SAMSUNG,samsung,zerofltedv,WETEST-B2-DEVICE-SERVER036,,183.14.29.74,"2021-03-17 00:08:40",,NULL
7778,XPL5T19A24012093,867934041013782,TKMB191102AF,TAS-AN00,HUAWEI,HUAWEI,TAS-AN00,WETEST-A6-DEVICE-SERVER037,,114.84.64.17,"2021-03-16 01:52:41",,NULL
7779,4200bea29bc814c9,354905081732507,TKMB190901R9,SM-G532G,SAMSUNG,samsung,grandppltedx,WETEST-B2-DEVICE-SERVER032,,183.14.134.52,"2021-03-16 20:48:31",,NULL
7781,97718bc6,861413030058583,TKMB17040025,MIX,XIAOMI,Xiaomi,lithium,WETEST-B2-DEVICE-SERVER002,,183.14.132.255,"2021-02-03 13:47:58",,NULL
7782,4a15c8a4,868931037678148,TKMB191100EX,"REDMI NOTE 6 PRO",XIAOMI,Xiaomi,tulip,WETEST-B2-DEVICE-SERVER073,,183.14.28.19,"2021-01-26 16:31:26",,NULL
